date,volume,number,sentences,count,id,likely_pos,code
3/5/27,28,10,"new york.—the rockefeller family and the federal alien property custodian, chief stockholders of the western maryland railroad, have sold their stock in this road since the report on the enginemen’s strike was made public by protestant, catholic and jewish churchmen.",42,s6591,TRUE,1
10/30/20,21,44,"court appoints guardiansa japanese child in whose name land is vested may have a trustee or guardian, but, under section 5, he must be a public administrator or other competent person appointed by a superior judge.",36,s4825,TRUE,0
9/24/10,11,39,"north contains a clause sustaining the demands of this league for a general asiatic exclusion law, we believe it would be wise to publish in full the statement to which exception was taken and the correspondence relating thereto that has passed between your secretary and the department of commerce and labor.",51,s2134,TRUE,1
9/24/10,11,39,“the asiatic exclusion league requests an investigation of the alleged escape of a hindu who had been found inadmissible.,19,s2169,TRUE,1
2/19/10,11,8,"the boston tea party was decidedly illegal, still we have not heard any harsh criticism of it.",17,s1981,TRUE,0
5/27/57,57,5,this is virtually a surrender to the egyptian dictator and repudiation of the stand taken by former prime minister anthony eden which resulted in the abortive invasion of egypt bv the british and french.,34,s10373,TRUE,0
9/24/10,11,39,"the california farmer is fast realizing that japanese labor makes for landlordism, and that is one thing our state wants to escape.",22,s2128,TRUE,1
8/17/40,41,33,"to meet the acute shortage of cowhides, the japanese are using skins of cats, dogs and even chickens, the department of commerce reports.",23,s8694,TRUE,1
9/24/10,11,39,"""from press dispatches and through persons interested in this movement in the state of washington, we learn that hindus or mohammedan natives of india, who are admittedly polygamous, are being debarred at seattle and other puget sound ports.",38,s2183,TRUE,0
8/21/26,27,34,"meanwhile, the japanese parliament is reported to have voted an extraordinary credit of 850,000 yen for the aid of japanese colonists holding lands in sao paulo whose crops were damaged by recent droughts.",34,s6497,TRUE,1
11/6/20,21,45,"deasy - 84,731 dunne - - .83,198 louderback —.82,558 owens - .81,983 coffey - 75,645 conlan - - 71,333 sargent - —56,743 frank deasy - 50,111 constitutional amendments 1— alien land law— yes 110,706 no 30,614 2 prohibition— yes 33,293 no 109,431 3 salaries of justices — , yes 39,459 no 86,577 4 initiative— yes 55,339 no 64,818 9—highway bonds— yes 82,798 no _ 42,189 charter amendments 23—increasing police salaries— yes 84,899 no 52,719 25—school department strengthened— yes 60,727 no 68,337 27 retirement ages disabled employes— yes 77,280 no 48,817 28— water bonds excluded from bond— yes 55,263 no 65,501 29 maximum interest of bonds— yes 73,182 no - 45,011 30— purchase public utilities by vote— yes - 77,846 no 48,609 37—reorganization school department — yes 67,644 no 65,058 48—increase salary firemen— yes -.103,382 no 39,760 the returns from the state were not complete at the time we go to press (thursday noon), but it is apparent that samuel m.",185,s4880,TRUE,0
8/24/29,30,34,the motion was carried unanimously by a rising vote.new business delegate mcgilvray of pile drivers local no. 34 stated that japanese are being employed to construct buildings in marin county which are owned by residents and merchants of san francisco he suggested that owners of these buildings be requested to employ members of organized labor on this work.,59,s7269,TRUE,1
2/9/24,25,6,"good of the order at this time general president macdonald was called on to make a brief review of the labor conditions in the southern part of the he explained in particular the progress that was being made in the organizing drives in los angeles and orange counties, and also told of the illegal actions of public officials in los angeles county who were violating the laws of the state regarding the employment of workmen on public work.",78,s6189,TRUE,0
7/20/12,13,29,"ilarriman, the prosecution has sought in every way to make it appear to the jury that the witnesses for the defense come into court as “conspirators,” “criminals” and i petty breakers of the law.",34,s2847,TRUE,0
9/24/10,11,39,"the hindus are not governed by an exclusion law such as we have respecting chinese, japanese and koreans; they have the same legal standing that any european immigrant has, and i cannot treat them otherwise.",35,s2138,TRUE,1
4/14/34,35,15,work on the project was started last september and the job abandoned was not completed before november.filipino exclusion an accomplished factsecretary scharrenberg of the california state federation of labor directs attention to another victory for the california labor movement.,40,s8102,TRUE,1
9/24/10,11,39,"they asked north to allow them a little more time in which to collect the proofs, but north ordered the man and the girl landed at once, saying at the same time that he was not going to allow the chinese to be held up for blackmail.",47,s2227,TRUE,0
4/14/34,35,15,the basis of the petition for the injunction is the allegation that it would be illegal under the labor section of the national industrial recovery act and of the nra code for the restaurant industry for the management of the cafe to enter into an agreement with the officials of the waiters union to employ exclusively members of that organization.,60,s8090,TRUE,0
6/11/21,22,24,flaherty reported that in the matter of the state building on the civic center he had taken up the question of the illegal stoppage of this work with the state authorities and had received assurances that the state officials would compel the contractors thereon to proceed with the work in conformity with the conditions and stipulations of their respective contracts.,60,s5021,TRUE,0
4/20/01,2,12,"any toiler who, possessed of the knowledge that he can be partially the means by which the union cigarmaker and his family may have a comfortable living, a pleasant home and a little of life’s happiness, deliberately smokes a chinese or eastern scab cigar, is guilty of the grossest heartlessness and cruelty, and through his selfish indifference to the welfare of his brother toiler is unworthy of the respect or consideration of his fellow-man, is an ulcer on labor’s cause and a scab at heart rally to the support of this splendid union and boost its blue label along!",102,s583,TRUE,1
5/25/29,30,21,"mexicans not members of the caucasian race are included in the list of those who would be barred from coming to this country, and residents in the philippine islands would be placed in the same category as chinese and japanese.",40,s7168,TRUE,1
3/30/01,2,9,"hall* 121 eddy, 2d and 4th fridays of the month, at 7:30 p. m theatrical employes’ union, meets at native sons’hall on ist thursday of each month upholsterers’ international union of north america, no. 28, every tuesday at 1159 mission street.",43,s519,TRUE,0
7/17/61,61,7,"the board held that refusal to handle the cables constituted an illegal secondary boycott of the martin co., manufacturer of the cables, and was intended to force the gable electric service, contractor at the missile site, to “cease handling these products.” tlabor spies and l-g labor dept.",48,s10762,TRUE,0
9/27/13,14,39,"if workingmen—and union workingmen, at that —had not voted for these japsupporting supervisors, they would not have become supervisors.",20,s3189,TRUE,1
10/28/16,17,44,can it be said that it was intended that the child thus should be excluded from the benefits of the act?,21,s3997,TRUE,0
9/24/10,11,39,the farmer has also found that in the successful marketing of his products it is unreasonable to expect white laborers to endorse a system that is certainly making it harder for that labor to live in this country.,38,s2129,TRUE,1
5/22/26,27,21,"they agreed to refuse, and refused, to sell, and coerced others into refusing to sell, to anyone building materials moving in interstate and foreign trade and commerce unless they agreed to comply, and did comply, with the conditions imposed by the conspirators upon them; “they agreed among themselves not to underbid one another and to refrain from competing in prices against each other, so as to establish and maintain prices; “they agreed that only such persons as were members of the builders’ exchange should engage in the business of furnishing building materials and employed coercion, threats and intimidation to compel others to join the exchange under the penalty of being excluded from such business; “they arbitrarily agreed upon and fixed the wages of labor employed by them, in order to enhance their profits and determine the persons and classes of persons who should be employed as laborers by them or who should be refused such employment; agree to blacklist “they agreed to blacklist, and did blacklist, all persons, firms and corporations who did not agree to carry on, or carry on, their business in accordance with the terms and conditions fixed by them ; “they coerced others into breaking contracts for the delivery of materials to persons legally entitled to such materials by threats of cutting off their future supplies of building materials; “they coerced others from seeking redress in the courts of the united states or other courts, who were legally entitled to such redress; “they coerced, intimidated and compelled others, competitors of the conspirators, to join in the conspiracy by having banks and trust companies threaten to refuse future credit; “they formed and used several powerful organizations and aggregations of individuals, the defendants herein, to further the conspiracy; “they prevented the public from building homes or from obtaining building materials therefor, unless, and until, they complied with all the terms and conditions arbitrarily fixed by the conspirators ;“they agreed to force everyone ‘in any way they possibly could’ to comply with conditions fixed by them; “they agreed to put their scheme into effect universally throughout the united states and sent out representatives to do so; “they enlisted the aid of large eastern manufacturers engaged in the business of shipping building materials to california, many of whom were members of the builders’ exchange of san francisco, by having such manufacturers refuse to ship such materials from their plants in the east to persons in california who did not comply with the conditions fixed by the conspirators; “they agreed to put into effect, and did put into effect, a system of pecuniary fines and penalties to secure the fidelity of those engaged in the conspiracy; “they agreed to call up, and did call up, before the grievance committee, for criticism and condemnation, such members as did not strictly comply with the rules and regulations arbitrarily put into effect by them; “they have arrogated to themselves the powers of congress and the courts over interstate and foreign trade and commerce. . . .”",498,s6462,TRUE,0
3/30/35,36,13,"welch (rep., cal.) urging a return to the principles of lincoln and theodore roosevelt, warned that“party death” is the only alternative.",22,s8204,TRUE,0
2/25/28,29,8,"philippine islands has a perfect legal right to migrate to california, j on the other hand, it has been held by the federal courts that filipinos are not eligible to citizenship of the united states.",35,s6792,TRUE,1
9/24/10,11,39,“for several years it has been noted that a large number of the most important chinese exclusion cases—-those in which the defendant and his backers were able to pay large fees for legal and other services—were taken by fred c.,42,s2218,TRUE,1
9/27/13,14,39,"but what surprises us is that the labor councils of the state should endorse the incoming of a horde of asiatic coolies whose presence will not only be a menace to american homes, but to every vital interest of white labor.",41,s3214,TRUE,1
2/25/28,29,8,"governmental authorities in the philippine islands admit that 6793 filipinos left the islands during the last fiscal year ended june 30, 1927, for permanent residence in continental united states.",29,s6789,TRUE,1
1/8/10,11,2,“it is the inalienable right of every man charged with—” “but this is a union man charged with having violated your order not to approach a strikebreaker with intent to influence him.”,32,s1936,TRUE,0
2/25/28,29,8,it is extremely difficult to secure reliable information on the number of filipinos migrating to the united states.,18,s6786,TRUE,1
7/28/28,29,30,"“smuggling accounts for the augmented number of chinese in this country at the present time, and substitution explains why the average age is kept low,” continued mr.",27,s6950,TRUE,0
1/26/24,25,4,"the petition which was denied was filed by louis marshall, as attorney for the alien defendants.industrial peace in montereyindustrial peace prevails in monterey and vicinity, says c.",28,s6155,TRUE,1
7/28/28,29,30,"the answers to both of these angles to a disgraceful situation are very simple, yet there are those high in the councils of the nation who have been actively engaged in throwing dust in the eyes of the public and misinforming congress with a view of obtaining legislation that will thwart the intent of the framers of the chinese exclusion law.",61,s6949,TRUE,0
10/3/36,37,40,"we, therefore, urge the jewish people to carefully consider this urgent and acute problem in our social life in order that neither the young nor the old may be attracted to alien altars.",33,s8390,TRUE,0
5/6/11,12,18,"further than that, the vilest of criminals, until he has been demonstrated to be such, is entitled to every safeguard of life or liberty which the law gives to all men whom it supposes to be guiltless until they are adjudged guilty.",42,s2611,TRUE,0
9/24/10,11,39,“about a year ago the law department of the government sent to the office in this city deputy attorney general watts for the purpose of assisting in carrying out the provisions of the chinese exclusion act.,36,s2229,TRUE,1
7/13/51,52,21,"it follows: ""whereas, through organization and sacrifice, the working men and women of the united states of america have created a high standard of living for themselves and their children, and whereas, these high standards of living must be still advanced, and whereas, the maintenance and advancement of these standards are at present threatened by the employment of foreign labor, illegally in this country, under conditions just short of peonage, and by the employment of migratory workers for wages and under conditions destructive alike of life and morality; now, therefore, be it resolved: that the state building and construction trades council of california endorse the activities of the joint committee on migratory labor standards, inc., in its endeavor to place in effect its objectives as follows: 1.",127,s10199,TRUE,1
1/12/24,25,2,these officers are also called upon to immediately arrest and detain for investigation any alien who has entered the state in defiance of federal immigration laws.,26,s6027,TRUE,1
9/27/13,14,39,"if the black hordes of tndia do gain admittance to this state through the falling down of the labor leaders before the monev god, we predict that w'hen the white laborers themselves realize their predicament there will be some tar and feathers and ropes provided for the traitors.”",49,s3216,TRUE,1
10/30/20,21,44,"initiative act permits acquisition and transfer of real property by aliens eligible to citizenship, to same extent as citizens except as otherwise provided by law. penults other aliens, and companies, associations and corporations in which they hold majority interest, to 1 acquire and transfer real property only as prescribed by treaty, but prohibiting appointment thereof as guardians of estates of minors consisting wholly or partially of real property or shares in such corporations; provides for escheats in certain cases; requires reports of property holdings jjq so facilitate enforcement of act; prescribes penalties and repeals conflicting acts.the most important measures in recent years because of its bearing upon a new and tremendous racial problem.",114,s4816,TRUE,1
5/4/01,2,14,"in 1890 tnere were in california over 72,000 chinese, while in the ten other western states, taken altogether, there were only a little more than 23,000.",28,s708,TRUE,0
10/30/20,21,44,"cannot possess by inheritance section 6 provides that in case a japanese minor holding lands or shares in lands dies, the jand or shares cannot be inherited by the parent.",30,s4829,TRUE,0
9/24/10,11,39,"the employment of indentured colored labor by mine owners in new caledonia, in preference to the white labor, is a sore point with the labor party in the french colony.",30,s2257,TRUE,1
9/24/10,11,39,"the boards of special inquiry at san francisco have been instructed as to the characteristics of the hindus, which in the bureau’s estimation are likely to cause them to become public charges, and there is no reason to suppose that so far as the law will permit effort will not be made to keep out both hindus and all other races of aliens who are shown to be inadmissible at the time of inspection.",75,s2194,TRUE,0
9/11/26,27,37,"international labor newscuba japanese immigrant labor.—lmmigrants from japan are continuing to arrive in cuba in small numbers, and are employed in raising vegetables for the united states markets.",29,s6539,TRUE,1
4/14/34,35,15,this exclusion becomes effective immediately upon the acceptance of the bill by the filipinos when their legislature meets this summer.,20,s8113,TRUE,1
7/21/28,29,29,"for instance, certain american shipping magnates who never employ a white man if an oriental is available will discover that a low-wage chinese crew may be far more costly than a fair-wage american crew.",36,s6872,TRUE,1
9/24/10,11,39,"as you are aw-are, the law does not specifically exclude aliens of the hindu race, and it is, therefore, necessary to exclude them, if at all, under the general provisions of the law applicable to all aliens.",38,s2193,TRUE,1
10/30/20,21,44,lands illegally acquired revert to state section 7 provides that lands illegally acquired by japanese escheat to the state.,19,s4831,TRUE,0
10/5/12,13,40,"from secretary of the grand parlor of native sons, advising council that the board of grand officers had no power to deal with the unionizing of the grizzly bear magazine.",30,s2913,TRUE,0
2/25/28,29,8,"in this respect, filipinos are in exactly the same class as the japanese, who are barred from admission to the united states because they are not eligible to citizenship.",29,s6793,TRUE,0
2/16/01,2,3,"the right of each indi- 1 vidual in any relation to secure to himself the fuß benefit oi his intelligence, his capacity, his industry and skill are among the inalienable inheritances of humanity.”",33,s413,TRUE,0
