date,volume,number,sentences,count,id,likely_pos,sample_type,code
12/17/27,28,51,the injunction is used to make the union illegal and to outlaw its activity by judicial decree —to penalize through equity procedure acts and agencies that are legal according to law as enacted by our law-making bodies.,38,s6791,TRUE,keyword,0
12/17/27,28,51,the injunction is used to make the union illegal and to outlaw its activity by judicial decree —to penalize through equity procedure acts and agencies that are legal according to law as enacted by our law-making bodies.,38,s6791,TRUE,keyword,0
12/17/27,28,51,the injunction is used to make the union illegal and to outlaw its activity by judicial decree —to penalize through equity procedure acts and agencies that are legal according to law as enacted by our law-making bodies.,38,s6791,TRUE,keyword,0
3/3/28,29,9,these men are telling our senators and representatives in washington that there is a scarcity of labor here and that the mexicans are needed to do the necessary work in san francisco and california.,34,s6824,TRUE,keyword,0
3/3/28,29,9,these men are telling our senators and representatives in washington that there is a scarcity of labor here and that the mexicans are needed to do the necessary work in san francisco and california.,34,s6824,TRUE,keyword,0
3/3/28,29,9,"during the hearing before the blouse committee on immigration it developed that there are already in california approximately 1,000,000 mexicans, the majority of them in the large cities like san francisco and los angeles; that the majority of them are objects of public charity; that 25 per cent of the white inmates of san quentin penitentiary are mexicans, and that 25 per cent of all the crimes committed in california are committed by mexicans.",76,s6827,TRUE,keyword,0
3/3/28,29,9,"during the hearing before the blouse committee on immigration it developed that there are already in california approximately 1,000,000 mexicans, the majority of them in the large cities like san francisco and los angeles; that the majority of them are objects of public charity; that 25 per cent of the white inmates of san quentin penitentiary are mexicans, and that 25 per cent of all the crimes committed in california are committed by mexicans.",76,s6827,TRUE,keyword,0
3/3/28,29,9,"during the hearing before the blouse committee on immigration it developed that there are already in california approximately 1,000,000 mexicans, the majority of them in the large cities like san francisco and los angeles; that the majority of them are objects of public charity; that 25 per cent of the white inmates of san quentin penitentiary are mexicans, and that 25 per cent of all the crimes committed in california are committed by mexicans.",76,s6827,TRUE,keyword,0
12/29/28,29,52,"the passage of this amendment, it is asserted, would remedy difficulties often encountered by deputies of the division when they endeavor to ascertain the number of hours worked by men on public work where overtime is reported to have been worked in violation of the law.",46,s7024,FALSE,random,0
12/7/29,30,49,"the increased productivity of the workers has increased 52 per cent during the ten-year period ending in the year 1929, while the increase in earnings amounts to 18 per cent for the same period.",35,s7126,FALSE,random,0
5/31/30,31,22,the campaign now under way first got its impetus from the work of president frank c.,16,s7204,FALSE,random,0
5/31/30,31,22,there is no law that prevents their patrons from going to these stock gambling marts at any hour they desire.,20,s7229,FALSE,random,0
5/16/31,32,20,"“we have no right to interfere with the kind of government set up in any foreign land, but we resent any alien interference with our own domestic institutions.",28,s7336,TRUE,keyword,0
8/22/31,32,34,"we further propose that a plan of stabilization of industry, of economic planning, of a thorough, definite and accurate survey of economic needs and of the actual adjustment in working time reqiired in order to supply all with an opportunity to work be formulated and put into effect.""",48,s7370,FALSE,random,0
1/3/03,3,49,"the entrance to this ideal place is through a road lined with stately palms, bordered by magnificent roses and orange trees, thence into a large eucalyptus grove, under which grow a multitude of rare flowers and shrubs.",37,s750,TRUE,keyword,0
1/3/03,3,49,"the entrance to this ideal place is through a road lined with stately palms, bordered by magnificent roses and orange trees, thence into a large eucalyptus grove, under which grow a multitude of rare flowers and shrubs.",37,s750,TRUE,keyword,0
1/30/32,33,5,"take therefore the talent from him, and give it unto him which hath ten talents.’",15,s7508,FALSE,random,0
1/3/03,3,49,"fountains, borders, walks, shady nooks, vineclad trees and houses all go to make a picture as restful as it is beautiful.",21,s751,TRUE,keyword,0
1/3/03,3,49,"fountains, borders, walks, shady nooks, vineclad trees and houses all go to make a picture as restful as it is beautiful.",21,s751,TRUE,keyword,0
1/3/03,3,49,"fountains, borders, walks, shady nooks, vineclad trees and houses all go to make a picture as restful as it is beautiful.",21,s751,TRUE,keyword,0
1/14/33,34,2,good of the council matters of general interest to organized labor were discussed by several delegates. .,16,s7755,FALSE,random,0
2/21/03,4,4,"barnhard, of the building trades council of san joaquin county reported that everything was moving along nicely in his territory.",20,s796,FALSE,random,0
4/1/33,34,13,douglas shoe company was founded by a man with one idea: to sell his customers shoes giving the greatest possible value at the lowest possible price.,26,s7974,FALSE,random,0
5/27/33,34,21,a half day or a day knocked off the week revolutionizes the living ways of people.,16,s7997,FALSE,random,0
4/7/34,35,14,the work is intended to save millions of acres of fertile land from being transformed into washes by the invasion of gullies bearing water streams which strip the soil.,29,s8066,TRUE,keyword,0
4/7/34,35,14,the work is intended to save millions of acres of fertile land from being transformed into washes by the invasion of gullies bearing water streams which strip the soil.,29,s8066,TRUE,keyword,0
7/14/34,35,28,they have done numerous other things as an association and an organization for their own benefit and advancement.,18,s8203,FALSE,random,0
2/9/35,36,6,"over forty public bodies were notified of commissioner nolan’s stand that such classifications are illegal in california and not one has failed to cooperate in preserving california standards and rules of fair competition in this regard, the commissioner announced.",40,s8291,TRUE,keyword,0
2/9/35,36,6,"over forty public bodies were notified of commissioner nolan’s stand that such classifications are illegal in california and not one has failed to cooperate in preserving california standards and rules of fair competition in this regard, the commissioner announced.",40,s8291,TRUE,keyword,0
2/9/35,36,6,"president roosevelt advised him that he has placed the matter before the federal emergency administrator of public works for consideration and protests have been pouring in to washington from all quarters against this order since the commissioner so forcefully called the attention of all involved to what it will mean to organized labor throughout the country if this order is allowed to continue in force with its illegal and unconstitutional discrimination against union contractors, who will be effectively barred from receiving any public works contracts so long as the order remains in force, as they cannot meet the competition of “open shop” contractors who are permitted under it to hire as many as four “rough carpenters,” “assistants” or “helpers” to one carpenter.",122,s8293,TRUE,keyword,0
6/22/35,36,25,"there is no question , that the communists are back of the move to oust scharrenberg.",15,s8350,FALSE,random,0
7/6/35,36,27,"he recommended that we endorse the agreement with the reservation that such sections as may be illegal or which may contain provisions that are not acceptable, be corrected.",28,s8383,TRUE,keyword,0
2/13/37,38,7,"when the employes of general motors exercised their legal right to strike against the illegal anti-union discriminations so long practiced by the corporation, against wholesale discharges for union activity and against denial of their collective bargaining rights —then general motors’ defiance of american institutions turned to outright hostility.",49,s8564,TRUE,keyword,0
2/13/37,38,7,"it has instigated the organization of extralegal strikebreaking, vigilante groups such as the flint alliance and the citizens’ league of anderson, resulting in illegal violence against the unionists and denial of their rights of free speech and assemblage.",38,s8568,TRUE,keyword,0
2/13/37,38,7,"it has instigated the organization of extralegal strikebreaking, vigilante groups such as the flint alliance and the citizens’ league of anderson, resulting in illegal violence against the unionists and denial of their rights of free speech and assemblage.",38,s8568,TRUE,keyword,0
9/17/38,39,38,"non-partisan political policy in securing protective legislation were nullified by court decisions and injunctions outlawing strikes and holding that agreements between unions and employers were conspiracies in restraint of trade, and consequently illegal under the anti-trust laws.",39,s8765,TRUE,keyword,0
9/17/38,39,38,additional guarantees against alien sounds are lead-lined doors that weigh t>oo pounds apiece and two-inch pads of fibre glass in the walls and ceilings.,27,s8784,TRUE,keyword,0
7/15/39,40,28,"hesketh dies; was high official of hotel and restaurant employees’ unioncincinnati, ohio.—robert bruce hesketh, general secretarytreasurer of the hotel and resturant employees’ international alliance and bartenders’ international league of america, died here july 3 at the age of 69.",40,s8825,FALSE,random,0
7/15/39,40,28,"f. of l. wings of the united automobile workers.millions of youths unable to find jobsbetween 5,000,000 and 6,000,000 young people, between the ages of 16 and 24 years, who are out of school, are seeking employment and unable to find it.",46,s8864,FALSE,random,0
7/15/39,40,28,"entered at the postofflce at san francisco, calif., on august 20, 1901. as ••cond-class rnatter.",16,s8869,FALSE,random,0
5/30/03,4,18,it is the order of the council that the penalty for violation of this law be strictly enforced.,18,s891,FALSE,random,0
4/12/41,42,15,new business the business representative of the council stated that a communication has been received from the labor commissioners office stating that in as much as the a-l contracting company paid all back wages that they did not wish to prosecute through the courts.,45,s9271,FALSE,random,0
10/31/42,43,44,the fight has reached the stage where no amount of reasoning will have any influence over the actions of these ruthless advocates of nazi rule for california.,27,s9404,FALSE,random,0
5/15/43,44,20,"tobriner, submitting his bill in the amount of $250.00 for legal services rendered re united states of america vs.",20,s9611,FALSE,random,0
5/15/43,44,20,"henry as supervisor of the state labor commissioner’s san francisco cornels”*'* office was announced today by paul scharrenberg, f industrial relations.",22,s9645,FALSE,random,0
7/8/44,45,28,"grimmer evidence still were the stiffened bodies of dead american youths who advanced into the deadly fire of the defending nazis casualties during the first eleven days of the invasion amounted to more than 3,000 americans killed and more than 12,000 wounded.",44,s9755,TRUE,keyword,0
7/8/44,45,28,"grimmer evidence still were the stiffened bodies of dead american youths who advanced into the deadly fire of the defending nazis casualties during the first eleven days of the invasion amounted to more than 3,000 americans killed and more than 12,000 wounded.",44,s9755,TRUE,keyword,0
11/25/44,45,47,"uso camp shows also provide recreational and welfare services in this country, setting up travelers aid desks, hospital show units, hospitality houses and mobile services.",25,s9851,FALSE,random,0
11/25/44,45,47,"to american prisoners of war (proud, american boys, accustomed to limitless freedom to think, to act) the monotony is almost unbearable.",21,s9852,FALSE,random,0
6/16/45,46,24,employers who are found to be in violation of the wage stabilization act are subject to disallowance in computing their costs for income tax purposes of the entire illegal payroll and not merely the amount of the improper overpayment.,39,s9951,TRUE,keyword,0
6/16/45,46,24,employers who are found to be in violation of the wage stabilization act are subject to disallowance in computing their costs for income tax purposes of the entire illegal payroll and not merely the amount of the improper overpayment.,39,s9951,TRUE,keyword,0
