"title","company","url","body","type"
"Reconciliation Specialist","AvaTrade","https://www.fintechcareers.com/job/38925/reconciliation-specialist-dublin-3/","Ava Trade are currently seeking a Junior Bank Reconciliation Specialist with a minimum of 2+ years’ experience in a similar role, preferably with a background in Financial Services.

Responsibilities

· Perform daily bank reconciliations, including bank statements, credit card transactions, and internal cash books to ensure balances match.

· Identify, investigate, and resolve discrepancies and reconciliation breaks.

· Process and record transactions, customer payments, and receipts accurately in the accounting system.

· Prepare reconciliation reports for month-end closing and highlight outstanding items or unusual variances.

· Work closely with Finance teams, IT teams, and external banking partners to resolve issues efficiently.

· Maintain organized and audit-ready reconciliation records and documentation.

Requirements

· Bachelor’s degree in Accounting, Finance, Banking, or a related field.

· 2+ years of experience in accounting, finance, or bank reconciliation roles.

· Strong Microsoft Excel skills, including Pivot Tables and VLOOKUP; experience with Netsuite or Oracle is an advantage.

· Strong analytical skills with excellent attention to detail and problem-solving abilities.

· Good verbal and written communication skills.

· Fast learner with the ability to understand new financial processes and systems quickly.

· Ability to work under pressure and manage high volumes of data while meeting deadlines.

· Proactive approach with the ability to identify issues and suggest process improvements.

· Ability to work independently and as part of a team.

· Strong organizational and analytical skills.

· Self-motivated with a willingness to learn and develop professionally.","Fintech"
"Solutions Consultant","Chargebee","https://www.fintechcareers.com/job/38963/solutions-consultant-dublin-3/","About Chargebee

About Chargebee

Chargebee is a leading provider of billing and monetization solutions, empowering businesses with recurring revenue models to streamline revenue and finance operations, capture actionable insights, and drive growth.

Chargebee is trusted by businesses of all sizes, including Zapier, LegalZoom, Lambda, Freshworks, DeepL, Condé Nast, and Pret a Manger, and is proud to have been consistently recognized by customers as a Leader in Subscription Management on G2.

With headquarters in North Bethesda, Maryland, our team members are based primarily in India, the U.S., and Europe.

About the Team

About the Team

You’ll join the EMEA Solutions Consulting team – a group of billing and monetization experts embedded across enterprise sales cycles. The team supports both mid-market and enterprise segments, working across a range of B2B SaaS and AI-native industries. We partner closely with EMEA Enterprise Account Executives and collaborate with the broader global Solutions Consulting organization across EMEA, APAC, and NAMER.

Job Summary

Job Summary

As a Solutions Consultant, you are the billing and monetization expert in the room, owning the solution design across enterprise deals. You lead from discovery through architecture sign-off and handoff to Professional Services, serving as a trusted advisor when conversations turn to revenue strategy, pricing models, and billing infrastructure. This role is critical to strengthening Chargebee’s EMEA enterprise motion, ensuring every deal is won with conviction, not just capability.

What you’ll do

What you’ll do

What you’ll bring

What you’ll bring

Nice to have (preferred)

Nice to have (preferred)

Compensation:

Compensation:

The base salary range for this role is between €85,000 and €90,000 with an additional 20% incentive compensation potential.

Chargebee is committed to offering competitive and equitable compensation packages. The final salary will be determined based on a variety of factors, including experience/qualifications, location, and the pay of employees in similar positions. You will also be eligible for equity and benefits.

Benefits we offer

Benefits we offer

At Chargebee, we believe that feeling supported is the foundation for doing great work. We offer a comprehensive benefits package designed to support your personal, financial, and professional growth and ensure you thrive in every aspect of your life. Our commitment to supporting our employees is universal, while our benefits are thoughtfully designed to meet the unique needs of each region. We offer comprehensive packages that generally include:

Chargebee is an equal opportunity employer. At Chargebee, we believe that diversity of backgrounds, perspectives, and experiences is not a “good-to-have” but a “must-have” as it strengthens us as a company and as individuals. We are committed to fostering an inclusive workplace where everyone feels valued, respected, and empowered to thrive.

We do not discriminate on the basis of race, color, religion, sex (including pregnancy, childbirth, and related medical conditions), sexual orientation, gender identity/expression, age, national origin, ancestry, caste, citizenship, physical or mental disability, genetic information, marital status, military or veteran status, or any other characteristic protected by applicable law.","Fintech"
"Privacy & Risk Analyst","Fenergo","https://www.fintechcareers.com/job/38330/privacy-risk-analyst-dublin-2/","About Us

About Us

Fenergo is an award-winning provider of Client Lifecycle Management software solutions to help Investment, Corporate and Private Banks and Capital Markets firms, to manage their client and counterparty data, their regulatory compliance challenges and the on boarding of complex institutional clients. In 2015, Fenergo secured $75m funding from Insight Venture Partners to fuel future global growth and ranked in the Chartis Research RiskTech 100 (top 100 risk vendors in the world). Other accolades include Best Capital Markets Software Provider (2015), Best Enterprise Data Management from Inside Reference Data (2014), Technology Innovation of the Year Award by the ISA (2013) and Best Customer On Boarding Solution by the Compliance Register (2012).

What does this role entail?

What does this role entail?

In this exciting and impactful role, you will contribute primarily to our Enterprise Risk Management and ESG programmes, supporting the way the organisation identifies, manages, and reports on risk while advancing our sustainability objectives.

You’ll work cross-functionally with stakeholders to support risk coordination, ESG initiatives, and governance activities, while also contributing to the ongoing development of our Business Continuity Planning (BCP) framework. This is a strong opportunity to gain broad exposure across enterprise risk, ESG, and organisational resilience in a fast-paced SaaS environment.

Requirements

Requirements

Requirements:

Requirements:



Preferred (nice to have):

Preferred (nice to have):



Benefits

Benefits



Diversity, Equality, and Inclusivity

Fenergo is an equal opportunity employer. We are committed to creating a diverse and inclusive workplace, where all employees are valued, respected, and can reach their full potential. We do not discriminate based on race, colour, religion, sex, national origin, age, disability, or any other characteristic protected by applicable law. Our hiring decisions are based solely on qualifications, merit, and business needs. We believe that a diverse workforce enriches our company culture, fosters innovation, and contributes to our overall success. We strive to provide a fair and supportive environment for all employees, promoting equal opportunities for career development and advancement. We encourage all qualified individuals to apply for employment opportunities and join our team in contributing to a collaborative and inclusive work environment.","Fintech"
"Customer Success Manager","Stripe","https://www.fintechcareers.com/job/38256/customer-success-manager-dublin/","Who we are

About Stripe

About Stripe

Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.

About The Team

About The Team

Customer Success Managers (CSM) oversee the post-sales lifecycle for Stripe users, ensuring they realize the maximum value of their investment. This partnership drives user success, increases retention and expansion, and supports mutually beneficial renewal outcomes. Few roles provide such a direct impact on the growth of the company.

What you’ll do

We’re looking for a motivated and curious professional to manage a book of enterprise customers. The CSM delivers proactive workshops, business reviews, payments insights, and thought leadership to help users grow their business.

The ideal candidate is detail-oriented and meticulous, and enjoys engaging customers to investigate issues and deliver insights. This role involves working closely with sales, technical account managers, and operations teams to engage customers in product, payment, and technical conversations.

Responsibilities

Responsibilities



Who you are

We’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.

Minimum Requirements

Minimum Requirements



Preferred Qualifications

Preferred Qualifications



In-office expectations

Office-assigned Stripes in most of our locations are currently expected to spend at least 50% of the time in a given month in their local office or with users. This expectation may vary depending on role, team and location. For example, Stripes in Stripe Delivery Center roles in Mexico City, Mexico, Bengaluru, India, and Dublin, Ireland work 100% from the office. Also, some teams have greater in-office attendance requirements, to appropriately support our users and workflows, which the hiring manager will discuss. This approach helps strike a balance between bringing people together for in-person collaboration and learning from each other, while supporting flexibility when possible.

Pay and benefits

The annual salary range for this role in the primary location is €90,700 – €136,100. This range may change if you are hired in another location. For sales roles, the range provided is the role’s On Target Earnings (“OTE”) range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role. This salary range may be inclusive of several career levels at Stripe and will be narrowed during the interview process based on a number of factors, including the candidate’s experience, qualifications, and specific location. Applicants interested in this role and who are not located in the primary location may request the annual salary range for their location during the interview process.

Specific benefits and details about what compensation is included in the salary range listed above will vary depending on the applicant’s location and can be discussed in more detail during the interview process. Benefits/additional compensation for this role may include: equity, company bonus or sales commissions/bonuses; retirement plans; health benefits; and wellness stipends.","Fintech"
"Early Life Specialist","Global Payments","https://www.fintechcareers.com/job/38257/early-life-specialist-dublin-4/","Description

Description

Ready to take your career global?

Ready to take your career global?

Make your mark at one of the biggest names in payments. We’re looking for a Early Life Specialist to join our ever evolving team and help shape the future of global commerce.

What You’ll Own

What You’ll Own



What You’ll Bring

What You’ll Bring



It’s a bonus if you have

It’s a bonus if you have



About The Team

About The Team

Our inclusive and global teams win together every day. We’re proud to have the best minds in the industry, who you can learn from as you grow your career. The people, the energy, the connections – it’s unmatched. Come and be part of an ever-evolving company and get dynamic opportunities that go beyond borders.

What makes a Globalpayer?

What makes a Globalpayer?

Globalpayers think like a client, act like an owner and win as one team. We’re curious and innovative – always finding better ways to deliver impact. We empower each other to make decisions, and it’s our passion that drives excellence in everything we set out to do.

Does this sound like you? Then you sound like a Globalpayer. Apply now to take your career global.

This is a hybrid role with 3 days working from our office based in Dublin city centre and 2 days working from home.","Fintech"
"Depositary Services Senior Representative","Brown Brothers Harriman","https://www.fintechcareers.com/job/38156/depositary-services-senior-representative-dublin/","At BBH, Partnership is more than a form of ownership—it’s our approach to business and relationships. We know that supporting your professional and personal goals is the best way to help our clients and advance our business. We take that responsibility seriously. With a 200-year legacy and a shared passion for what’s next, this is the right place to build a fulfilling career.

The Depositary Senior Representative will be expected to assist with the due diligence of the appointed delegates to the funds. They will also have responsibility for ongoing monitoring tasks associated with the depositary duties, such as asset safekeeping & supervision, cash flow monitoring and other oversight duties. The Representative will be assigned supporting tasks that will require them to be diligent and organized to gather information, to review and assess, and to assist with monthly and/or quarterly reporting.

Depositary Senior Representative

Responsibilities

Responsibilities



Qualifications

Qualifications



We value diverse experiences. We value diverse experiences and transferrable skillsets. If your career hasn’t followed a traditional path, includes alternative experiences, or doesn’t meet every qualification or skill listed in the job description, please do go ahead and apply.

We value diverse experiences.

About BBH

About BBH

Brown Brothers Harriman (BBH) is a premier global financial services firm, known for premium service, specialist expertise, technology solutions and partnership approach to client management. Across Investor Services and Capital Partners, we work with an enviable roster of sophisticated clients who make BBH their first call when they are tackling their hardest challenges. Delivering for our clients and each other energizes us.

We believe that how we do our work is just as important as what we do. We are relentless problem solvers who know our best ideas come from collective debate and development—so we are never possessive about our ideas. Every day we come together as a diverse community of smart and caring people to deliver exceptional service and expert advice—creating success that lasts. No matter where you sit in the organization, everyone is empowered to contribute their ideas. BBHers can pick up the phone and call any colleague, and they are happy to help. Expanding your impact beyond your daily role is part of how we operate as trusted partners to one another.

We believe stability is a competitive advantage, but being stable means having the knowledge, skill, and discipline to evolve, often—pushing the boundaries of innovation. As a private partnership, every investment we make is in the relationships, technologies, products and development we believe are in the long-term interests of our clients and our people. Our long-tenured leaders are experts in their areas and are actively involved in the day-to day business, taking the time to provide guidance and mentoring to build the next generation of BBHers. Because we know, our success begins with yours.

Go to BBH.com to learn more about our rewards and benefits, philanthropy, approach to sustainability or how we support you to thrive personally, physically and financially.","Fintech"
"Chief Compliance Officer","Remitly","https://www.fintechcareers.com/job/37546/chief-compliance-officer-dublin/","Job Description:

Job Description:

At Remitly, we believe everyone deserves the freedom to access, move, and manage their money wherever life takes them. Since 2011, we’ve tirelessly delivered on our promise to customers sending money globally, providing secure, simple, and reliable ways to manage their money, ensuring true peace of mind. Whether it’s supporting loved ones back home, growing a business across continents, or pursuing new opportunities abroad, we’re not just here to move money— we’re here to move our global customers forward.

We’re looking for builders, reimaginers, and global thinkers who want to work at the intersection of technology, trust, and transformation. If that’s you and you’re ready to do the most meaningful work of your career—we invite you to join over 2,800 passionate Remitlians worldwide who are united by our vision to transform lives with trusted financial services that transcend borders.

About the Role:

About the Role:

This PCF-12 role carries statutory responsibility under the Central Bank of Ireland’s Fitness and Probity Regime. The role involves providing independent oversight of regulatory risks, advising senior management on compliance matters, and ensuring that all local and group compliance requirements are met. The individual will work closely with internal teams, external stakeholders, and regulatory authorities to ensure strong governance, appropriate controls, and a culture of integrity and compliance across the business. This role will be based in Dublin, Ireland and will report to the CEO of Remitly Europe.

You Will:

You Will:



You Have:

You Have:



Compensation Details. The starting base salary range for this position is typically €136,000 – €170,000. In Ireland, Remitly employees are shareholders in our Company and equity is part of our total compensation plan. Your recruiter can share more information about medical benefits offered, as well as other financial benefits and total compensation components offered with this role.

Compensation Details.

Our Benefits:

Our Benefits:



Our Connected Work Culture: Driving Innovation, Together

Our Connected Work Culture: Driving Innovation, Together

At Remitly, we believe that true innovation sparks when we come together. Our Connected Work Culture fosters dynamic in-person collaboration, where ideas ignite and challenging problems find solutions faster. For corporate team members, we have an in-office expectation of at least 50% of the time monthly, typically achieved by coming in three days a week. This creates a consistent, meaningful overlap that supports team norms and business needs. Managers also have the flexibility to set higher expectations based on their team’s specific needs. These intentional in-office moments are vital for deepening relationships, fueling creativity, and ensuring your impact is felt where it matters most.

Remitly is an E-Verify Employer

Remitly is an E-Verify Employer

At Remitly, we are dedicated to ensuring that our workplace offers equal employment opportunities to all employees and candidates, in full compliance with applicable laws and regulations.

Remitly is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.","Fintech"
"Head of Integration Experience","Worldpay","https://www.fintechcareers.com/job/37534/head-of-integration-experience-dublin-2/","Every day, Global Payments makes it possible for millions of people to move money between buyers and sellers using our payments solutions for credit, debit, prepaid and merchant services. Our worldwide team helps over 3 million companies, more than 1,300 financial institutions and over 600 million cardholders grow with confidence and achieve amazing results. We are driven by our passion for success and we are proud to deliver best-in-class payment technology and software solutions. Join our dynamic team and make your mark on the payments technology landscape of tomorrow.

Ready to take your career global?

Ready to take your career global?

Make your mark at one of the biggest names in payments. We’re looking for an experienced Head of Integration Experience to join our ever evolving team and help shape the future of global commerce.

This role exists to lead, own and evolve the end-to-end integration lifecycle across our product ecosystem, including the suite of integration tools, services and digital real estate that enable merchants, agents, developers and partners to integrate with ease.

The role ensures these capabilities deliver seamless, scalable, developer and agent-friendly experiences that accelerate merchant adoption, improve customer outcomes and reduce integration friction. It champions the technical enablement of merchants, agents and partners through robust, well-documented and turn-key integration solutions, while aligning technical roadmaps with commercial priorities and global commerce trends.

By driving the evolution of integration capabilities and ensuring compatibility with key third-party platforms, ecosystems and emerging agentic commerce standards, the role helps create consistent, high-quality integration experiences that support growth across markets and channels. It is accountable for ensuring our developer hub remains trusted, intuitive and the focal point for discovery, onboarding, testing, certification, support and ongoing service adoption.

What You’ll Own

What You’ll Own



What You’ll Bring

What You’ll Bring



Required

Required

QUALIFICATIONS & EXPERIENCE

QUALIFICATIONS & EXPERIENCE



Preferred

Preferred



About The Team

About The Team

Our inclusive and global teams win together every day. We’re proud to have the best minds in the industry, who you can learn from as you grow your career. The people, the energy, the connections – it’s unmatched. Come and be part of an ever-evolving company and get dynamic opportunities that go beyond borders.

What makes a Globalpayer?

What makes a Globalpayer?

Globalpayers think like a client, act like an owner and win as one team. We’re curious and innovative – always finding better ways to deliver impact. We empower each other to make decisions, and it’s our passion that drives excellence in everything we set out to do.","Fintech"
"Security Engineer – Threat Detection","Stripe","https://www.fintechcareers.com/job/37549/security-engineer-threat-detection-dublin-2/","Who we are

About Stripe

About Stripe

Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.

About The Team

About The Team

The Proactive Threat team identifies, detects, and responds to threats before they impact Stripe’s business or users. The Detection Engineering & Threat Hunting function sits at the intersection of offense and defense — we leverage deep knowledge of attacker tradecraft to build high-fidelity detections, hunt for sophisticated threats, and validate defensive capabilities across Stripe’s critical systems.

We are builders first. Our team develops detection-as-code, automates analysis workflows, and builds tooling that scales detection and response across a complex, global environment. We partner closely with Threat Intelligence, Incident Response, and offensive security teams to ensure our detections are grounded in real-world adversary behavior.

The team is distributed across the United States (Eastern and Pacific time zones) and collaborates regularly with stakeholders across Stripe — including teams in Europe and Asia.

What you’ll do

You will design, build, and maintain detections that identify malicious activity across Stripe’s infrastructure, applications, and cloud environments. You’ll leverage your understanding of attacker TTPs — from initial access through exfiltration — to develop detection logic that catches real threats while minimizing noise. Beyond writing detections, you’ll conduct threat hunts, perform malware analysis, and build automation that enables detection engineering at scale.

Responsibilities

Responsibilities



Who you are

We’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.

Minimum Requirements

Minimum Requirements



Preferred Qualifications

Preferred Qualifications



Hybrid work at Stripe

This role is available either in an office or a remote location (35+ miles or 56+ km from a Stripe office).

In-office expectations

Office-assigned Stripes spend at least 50% of the time in a given month in their local office or with users. This hits a balance between bringing people together for in-person collaboration and learning from each other, while supporting flexibility about how to do this in a way that makes sense for individuals and their teams.

Working remotely at Stripe

A remote location is defined as being 35 miles (56 kilometers) or more from one of our offices. While you would be welcome to come into the office for team/business meetings, on-sites, meet-ups, and events, our expectation is you would regularly work from home rather than a Stripe office. Stripe does not cover the cost of relocating to a remote location. We encourage you to apply for roles that match the location where you currently live or plan to live.

Pay and benefits

The annual salary range for this role in the primary location is €112,200 – €168,200. This range may change if you are hired in another location. For sales roles, the range provided is the role’s On Target Earnings (“OTE”) range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role. This salary range may be inclusive of several career levels at Stripe and will be narrowed during the interview process based on a number of factors, including the candidate’s experience, qualifications, and specific location. Applicants interested in this role and who are not located in the primary location may request the annual salary range for their location during the interview process.

Specific benefits and details about what compensation is included in the salary range listed above will vary depending on the applicant’s location and can be discussed in more detail during the interview process. Benefits/additional compensation for this role may include: equity, company bonus or sales commissions/bonuses; retirement plans; health benefits; and wellness stipends.

Hybrid work at Stripe

This role is available either in an office or a remote location (35+ miles or 56+ km from a Stripe office).

In-office expectations

Office-assigned Stripes spend at least 50% of the time in a given month in their local office or with users. This hits a balance between bringing people together for in-person collaboration and learning from each other, while supporting flexibility about how to do this in a way that makes sense for individuals and their teams.

Working remotely at Stripe

A remote location is defined as being 35 miles (56 kilometers) or more from one of our offices. While you would be welcome to come into the office for team/business meetings, on-sites, meet-ups, and events, our expectation is you would regularly work from home rather than a Stripe office. Stripe does not cover the cost of relocating to a remote location. We encourage you to apply for roles that match the location where you currently live or plan to live.","Fintech"
"Transaction Banking Account Manager","Barclays","https://www.fintechcareers.com/job/37688/transaction-banking-account-manager-dublin/","Join Barclays as a Transaction Banking Account Manager. At Barclays, our vision is clear –to redefine the future of banking and help craft innovative solutions. The Transaction Banking Account Manager will be responsible for ensuring client related activity is completely in a timely manner for all PFL Products (Payment, FX, Liquidity) Client activity includes, but is not limited to, managing product requests onto the Transaction Banking product suite, ensuring client pricing aligns with agreed terms, monitoring and refresh of client profiles as required, and working closely with internal stakeholders such as Transaction Banking Sales Specialists, Client Service, Onboarding/Implementation, and Relationship Directors/Associate Bankers.

To be successful as a Transaction Banking Account Manager, you should have:

Some Other Highly Valued Skills May Include

Some Other Highly Valued Skills May Include

You may be assessed on the key critical skills relevant for success in role, such as risk and controls, change and transformation, business acumen strategic thinking and digital and technology, as well as job-specific technical skills.

This role is located in Dublin.

This role is deemed as a Controlled Function role under the Central Bank of Ireland Fitness and Probity Regulations and may require the role holder to hold mandatory regulatory qualifications or the minimum qualifications to meet internal company benchmarks.

Minimum Salary: €44,500

The minimum salary information above includes only annual full-time equivalent base salary and typically represents the lowest level of pay for this role. The actual pay rate will reflect the responsibility level of the role and experience level of the individual. It does not include any other type of compensation or benefits that may be available.

Barclays employees are also eligible for a suite of competitive country-specific benefits.

This position is eligible for an incentive award.

Purpose of the role

Purpose of the role

To establish and nurture profitable partnerships with both corporate and individual clients. It’s the bridge between the bank’s offerings and clients’ needs, ensuring mutual benefit and long-term success.

Accountabilities

Accountabilities

Analyst Expectations

Analyst Expectations

All colleagues will be expected to demonstrate the Barclays Values of Respect, Integrity, Service, Excellence and Stewardship – our moral compass, helping us do what we believe is right. They will also be expected to demonstrate the Barclays Mindset – to Empower, Challenge and Drive – the operating manual for how we behave.","Fintech"
"Principal Data Scientist","Paysafe","https://www.fintechcareers.com/job/37722/principal-data-scientist-dublin/","Paysafe is a leading payments platform with an extensive track record of serving merchants and consumers in the global entertainment sectors. Its core purpose is to enable businesses and consumers to connect and transact seamlessly through industry-leading capabilities in payment processing, digital wallet, and online cash solutions. With 29 years of online payment experience, an annualized transactional volume of $152 billion in 2024, and approximately 3,300 employees located in 12+ countries, Paysafe connects businesses and consumers across 260 payment types in 48 currencies around the world. Delivered through an integrated platform, Paysafe solutions are geared toward mobile-initiated transactions, real-time analytics and the convergence between brick-and-mortar and online payments. Further information is available at www.paysafe.com .

It starts here. Have a global impact on the world of payments.

It starts here. Have a global impact on the world of payments.

Principal Data Scientist – Next Generation ML/ AI Models: This is not a traditional Data Science role.

We are looking for a highly technical Data Scientist with a strong academic background and deep expertise in modern AI and Machine Learning techniques.

You will focus on researching, prototyping, and productionising next-generation modelling approaches, helping us move beyond traditional feature engineering and tree-based models into modern ML/AI architectures in Payment space.

If you regularly read research papers, follow advances in AI, experiment with new modelling approaches, and enjoy turning cutting-edge research into production systems, this role is for you.

This is primarily an individual contributor role with significant technical ownership and freedom to innovate.

What Paysafe stands for:

What Paysafe stands for:



Our values and culture are driven by Equality, Development, Social Responsibility and Wellbeing. If you want to find out more about life at Paysafe, check out our careers page here .

How we work:

How we work:

We follow a hybrid working model, spending an average of  three days per week  at our office location. The office is located in Gresham Street next to St Paul’s cathedral with easy access and transport links via St Paul’s, Bank, Cannon Street, City Thameslink, Liverpool Street, Farringdon, Mansion House.

three days per week

What you will do:

What you will do:



Areas of focus:

Areas of focus:

We are particularly interested in candidates with deep expertise in one or more of the following areas:

What we’re looking for:

What we’re looking for:

Essential:

Essential:



Not required:

Not required:



We believe exceptional scientists can learn a domain. The focus of this role is technical excellence and innovation in AI.

A snippet of what you’ll get in return:

A snippet of what you’ll get in return:



What to expect next:

What to expect next:



Equal Employment Opportunity

Equal Employment Opportunity

Paysafe is an equal opportunity employer. We value diversity and are committed to providing a work environment of mutual respect to everyone without regard to race, color, religion, national origin, age, gender identity or expression, or any other characteristic protected by applicable laws, regulations and ordinances.","Fintech"
"Field Sales Associate","SumUp","https://www.fintechcareers.com/job/37689/field-sales-associate-dublin/","About Us

About Us

Great salespeople don’t wait for opportunities – they create them. We’re looking for commission-driven, target-focused professionals who are ready to make their mark.

Small business owners are at the heart of everything we do. Ireland’s small businesses are the backbone of our economy, and they deserve a payments & financial management platform that is built for them. That’s exactly what SumUp delivers, and we’re growing our field sales team to bring it to businesses in every corner of the country.

Role Description

Role Description

We’re looking for a driven and commercially sharp Field Sales Associate to join our growing Irish team. In this role, you’ll be out in the field every day, building genuine relationships with local business owners and showing them how SumUp’s suite of payment and financial management tools can transform the way they run their businesses.

This role is available to those in the surrounding Dublin area/Leinster region, including – Swords, Drogheda, Meath North, and Wicklow.

Dublin area/Leinster region

Swords, Drogheda, Meath North, and Wicklow.

Ireland’s small business community is thriving, but it is also evolving fast. Consumers expect seamless & flexible payment options. Business owners need more than just a card reader – they need an integrated solution that helps them manage transactions, track their finances, and make smarter decisions in real time. SumUp gives them exactly that, and your job is to make sure they know it.

From day one, you’ll hit the ground running – identifying opportunities, building your pipeline, and closing deals. You’ll have a full product toolkit at your disposal and the support of a fast-moving team behind you, but the drive to generate results from the get-go needs to come from you.

If you’re energised by targets, thrive in a face-to-face sales environment, and want to play a meaningful role in empowering Irish businesses with the financial tools they truly deserve, we want to hear from you.

What You’ll Do:

What You’ll Do:



You’ll Be a Great Fit If You…

You’ll Be a Great Fit If You…



Why Join SumUp?

Why Join SumUp?



SumUp is an Equal Employment Opportunity employer that proudly pursues and hires a diverse workforce. SumUp does not make hiring or employment decisions on the basis of race, colour, religion or religious belief, ethnic or national origin, nationality, sex, gender, gender identity, sexual orientation, disability, age or any other basis protected by applicable laws or prohibited by company policy. SumUp also strives for a healthy and safe workplace and strictly prohibits harassment of any kind.

SumUp will not accept unsolicited resumes from any source other than directly from a candidate.

Sales, Customer Service, Field Sales Representative, Field Sales, Sales Representative, Sales Executive,

Self Employed, Sales Assistant, Account Manager, Account Executive, Sales Manager, Car Sales, Retail,

Door to Door

Job Application Tip

Job Application Tip

We recognise that candidates feel they need to meet 100% of the job criteria in order to apply for a job. Please note that this is only a guide. If you don’t tick every box, it’s ok too because it means you have room to learn and develop your career at SumUp.","Fintech"
"Head of Integration Experience","Global Payments","https://www.fintechcareers.com/job/37028/head-of-integration-experience-dublin/","Description

Description

Ready to take your career global?

Ready to take your career global?

Make your mark at one of the biggest names in payments. We’re looking for an experienced Head of Integration Experience to join our ever evolving team and help shape the future of global commerce.

This role exists to lead, own and evolve the end-to-end integration lifecycle across our product ecosystem, including the suite of integration tools, services and digital real estate that enable merchants, agents, developers and partners to integrate with ease.

The role ensures these capabilities deliver seamless, scalable, developer and agent-friendly experiences that accelerate merchant adoption, improve customer outcomes and reduce integration friction. It champions the technical enablement of merchants, agents and partners through robust, well-documented and turn-key integration solutions, while aligning technical roadmaps with commercial priorities and global commerce trends.

By driving the evolution of integration capabilities and ensuring compatibility with key third-party platforms, ecosystems and emerging agentic commerce standards, the role helps create consistent, high-quality integration experiences that support growth across markets and channels. It is accountable for ensuring our developer hub remains trusted, intuitive and the focal point for discovery, onboarding, testing, certification, support and ongoing service adoption.

What You’ll Own

What You’ll Own



What You’ll Bring

What You’ll Bring



Required

Required

QUALIFICATIONS & EXPERIENCE

QUALIFICATIONS & EXPERIENCE



Preferred

Preferred



About The Team

About The Team

Our inclusive and global teams win together every day. We’re proud to have the best minds in the industry, who you can learn from as you grow your career. The people, the energy, the connections – it’s unmatched. Come and be part of an ever-evolving company and get dynamic opportunities that go beyond borders.

What makes a Globalpayer?

What makes a Globalpayer?

Globalpayers think like a client, act like an owner and win as one team. We’re curious and innovative – always finding better ways to deliver impact. We empower each other to make decisions, and it’s our passion that drives excellence in everything we set out to do.","Fintech"
